,Adj Close,Close,High,Low,Open,Volume
1994-11-11,462.35,462.35,464.17,461.45,464.17,220800000.0
1994-11-14,466.04,466.04,466.29,462.35,462.44,260380000.0
1994-11-15,465.03,465.03,468.51,462.95,466.04,336450000.0
1994-11-16,465.62,465.62,466.25,464.28,465.06,296980000.0
1994-11-17,463.57,463.57,465.83,461.47,465.71,323190000.0
1994-11-18,461.47,461.47,463.84,460.25,463.6,356730000.0
1994-11-21,458.3,458.3,463.41,457.55,461.69,293030000.0
1994-11-22,450.09,450.09,458.03,450.08,457.95,387270000.0
1994-11-23,449.93,449.93,450.61,444.18,450.01,430760000.0
1994-11-25,452.29,452.29,452.87,449.94,449.94,118290000.0
1994-11-28,454.16,454.16,454.19,451.04,452.26,265480000.0
1994-11-29,455.17,455.17,455.17,452.14,454.23,286620000.0
1994-11-30,453.69,453.69,457.13,453.27,455.17,298650000.0
1994-12-01,448.92,448.92,453.91,447.97,453.55,285920000.0
1994-12-02,453.3,453.3,453.31,448.0,448.92,284750000.0
1994-12-05,453.32,453.32,455.04,452.06,453.3,258490000.0
1994-12-06,453.11,453.11,453.93,450.35,453.29,298930000.0
1994-12-07,451.23,451.23,453.11,450.01,453.11,283490000.0
1994-12-08,445.45,445.45,452.06,444.59,451.23,362290000.0
1994-12-09,446.96,446.96,446.98,442.88,445.45,336440000.0
1994-12-12,449.47,449.47,449.48,445.62,446.95,285730000.0
1994-12-13,450.15,450.15,451.69,449.43,449.52,307110000.0
1994-12-14,454.97,454.97,456.16,450.05,450.05,355000000.0
1994-12-15,455.34,455.34,456.84,454.5,454.97,332790000.0
1994-12-16,458.8,458.8,458.8,455.35,455.35,481860000.0
1994-12-19,457.91,457.91,458.78,456.64,458.78,271850000.0
1994-12-20,457.1,457.1,458.45,456.37,458.08,326530000.0
1994-12-21,459.61,459.61,461.7,457.17,457.24,379130000.0
1994-12-22,459.68,459.68,461.21,459.33,459.62,340330000.0
1994-12-23,459.83,459.83,461.32,459.39,459.7,196540000.0
1994-12-27,462.47,462.47,462.73,459.85,459.85,211180000.0
1994-12-28,460.86,460.86,462.49,459.0,462.47,246260000.0
1994-12-29,461.17,461.17,461.81,460.36,460.92,250650000.0
1994-12-30,459.27,459.27,462.12,459.24,461.17,256260000.0
1995-01-03,459.11,459.11,459.27,457.2,459.21,262450000.0
1995-01-04,460.71,460.71,460.72,457.56,459.13,319510000.0
1995-01-05,460.34,460.34,461.3,459.75,460.73,309050000.0
1995-01-06,460.68,460.68,462.49,459.47,460.38,308070000.0
1995-01-09,460.83,460.83,461.77,459.74,460.67,278790000.0
1995-01-10,461.68,461.68,464.59,460.9,460.9,352450000.0
1995-01-11,461.66,461.66,463.61,458.65,461.68,346310000.0
1995-01-12,461.64,461.64,461.93,460.63,461.64,313040000.0
1995-01-13,465.97,465.97,466.43,461.64,461.64,336740000.0
1995-01-16,469.38,469.38,470.39,465.97,465.97,315810000.0
1995-01-17,470.05,470.05,470.15,468.19,469.38,331520000.0
1995-01-18,469.71,469.71,470.43,468.03,470.05,344660000.0
1995-01-19,466.95,466.95,469.72,466.4,469.72,297220000.0
1995-01-20,464.78,464.78,466.99,463.99,466.95,378190000.0
1995-01-23,465.82,465.82,466.23,461.14,464.78,325830000.0
1995-01-24,465.86,465.86,466.88,465.47,465.81,315430000.0
1995-01-25,467.44,467.44,469.51,464.4,465.86,342610000.0
1995-01-26,468.32,468.32,468.62,466.9,467.44,304730000.0
1995-01-27,470.39,470.39,471.36,468.32,468.32,339510000.0
1995-01-30,468.51,468.51,470.52,467.49,470.39,318550000.0
1995-01-31,470.42,470.42,471.03,468.18,468.51,411590000.0
1995-02-01,470.4,470.4,472.75,469.29,470.42,395310000.0
1995-02-02,472.79,472.79,472.79,469.95,470.4,322110000.0
1995-02-03,478.65,478.65,479.91,472.78,472.78,441000000.0
1995-02-06,481.14,481.14,481.95,478.36,478.64,325660000.0
1995-02-07,480.81,480.81,481.32,479.69,481.14,314660000.0
1995-02-08,481.19,481.19,482.6,480.4,480.81,318430000.0
1995-02-09,480.19,480.19,482.0,479.91,481.19,325570000.0
1995-02-10,481.46,481.46,481.96,479.53,480.19,295600000.0
1995-02-13,481.65,481.65,482.86,481.07,481.46,256270000.0
1995-02-14,482.55,482.55,482.94,480.89,481.65,300720000.0
1995-02-15,484.54,484.54,485.54,481.77,482.55,378040000.0
1995-02-16,485.22,485.22,485.22,483.05,484.56,360990000.0
1995-02-17,481.97,481.97,485.22,481.97,485.15,347970000.0
1995-02-21,482.72,482.72,483.26,481.94,481.95,308090000.0
1995-02-22,485.07,485.07,486.15,482.45,482.74,339460000.0
1995-02-23,486.91,486.91,489.19,485.07,485.07,394280000.0
1995-02-24,488.11,488.11,488.28,485.7,486.82,302930000.0
1995-02-27,483.81,483.81,488.26,483.18,488.26,285790000.0
1995-02-28,487.39,487.39,487.44,483.77,483.81,317220000.0
1995-03-01,485.65,485.65,487.83,484.92,487.39,362600000.0
1995-03-02,485.13,485.13,485.71,483.19,485.65,330030000.0
1995-03-03,485.42,485.42,485.42,483.07,485.13,330840000.0
1995-03-06,485.63,485.63,485.7,481.52,485.42,298870000.0
1995-03-07,482.12,482.12,485.63,479.7,485.63,355550000.0
1995-03-08,483.14,483.14,484.08,481.57,482.12,349780000.0
1995-03-09,483.16,483.16,483.74,482.05,483.14,319320000.0
1995-03-10,489.57,489.57,490.37,483.16,483.16,382940000.0
1995-03-13,490.05,490.05,491.28,489.35,489.57,275280000.0
1995-03-14,492.89,492.89,493.69,490.05,490.05,346160000.0
1995-03-15,491.88,491.88,492.89,490.83,492.89,309540000.0
1995-03-16,495.41,495.41,495.74,491.78,491.87,336670000.0
1995-03-17,495.52,495.52,496.67,494.95,495.43,417380000.0
1995-03-20,496.14,496.14,496.61,495.27,495.52,301740000.0
1995-03-21,495.07,495.07,499.19,494.04,496.15,367110000.0
1995-03-22,495.67,495.67,495.67,493.67,495.07,313120000.0
1995-03-23,495.95,495.95,496.77,494.19,495.67,318530000.0
1995-03-24,500.97,500.97,500.97,496.07,496.07,358370000.0
1995-03-27,503.2,503.2,503.2,500.93,500.97,296270000.0
1995-03-28,503.9,503.9,503.91,501.83,503.19,320360000.0
1995-03-29,503.12,503.12,508.15,500.96,503.92,385940000.0
1995-03-30,502.22,502.22,504.66,501.0,503.17,362940000.0
1995-03-31,500.71,500.71,502.22,495.7,501.94,353060000.0
1995-04-03,501.85,501.85,501.91,500.2,500.7,296430000.0
1995-04-04,505.24,505.24,505.26,501.85,501.85,330580000.0
1995-04-05,505.57,505.57,505.57,503.17,505.27,315170000.0
1995-04-06,506.08,506.08,507.1,505.0,505.63,320460000.0
1995-04-07,506.42,506.42,507.19,503.59,506.13,314760000.0
1995-04-10,507.01,507.01,507.01,504.61,506.3,260980000.0
1995-04-11,505.53,505.53,508.85,505.29,507.24,310660000.0
1995-04-12,507.17,507.17,507.17,505.07,505.59,327880000.0
1995-04-13,509.23,509.23,509.83,507.17,507.19,301580000.0
1995-04-17,506.13,506.13,512.03,505.43,509.23,333930000.0
1995-04-18,505.37,505.37,507.65,504.12,506.43,344680000.0
1995-04-19,504.92,504.92,505.89,501.19,505.37,378050000.0
1995-04-20,505.29,505.29,506.5,503.44,504.92,368450000.0
1995-04-21,508.49,508.49,508.49,505.63,505.63,403250000.0
1995-04-24,512.89,512.89,513.02,507.44,508.49,326280000.0
1995-04-25,512.1,512.1,513.54,511.32,512.8,351790000.0
1995-04-26,512.66,512.66,513.04,510.47,511.99,350810000.0
1995-04-27,513.55,513.55,513.62,511.63,512.7,350850000.0
1995-04-28,514.71,514.71,515.29,510.9,513.64,320440000.0
1995-05-01,514.26,514.26,515.6,513.42,514.76,296830000.0
1995-05-02,514.86,514.86,515.18,513.03,514.23,302560000.0
1995-05-03,520.48,520.48,520.54,514.86,514.93,392370000.0
1995-05-04,520.54,520.54,525.4,519.44,520.48,434990000.0
1995-05-05,520.12,520.12,522.35,518.28,520.75,342380000.0
1995-05-08,523.96,523.96,525.15,519.14,520.09,291810000.0
1995-05-09,523.56,523.56,525.99,521.79,523.96,361300000.0
1995-05-10,524.36,524.36,524.4,521.53,523.74,381990000.0
1995-05-11,524.37,524.37,524.89,522.7,524.33,339900000.0
1995-05-12,525.55,525.55,527.05,523.3,524.37,361000000.0
1995-05-15,527.74,527.74,527.74,525.0,525.55,316240000.0
1995-05-16,528.19,528.19,529.08,526.45,527.74,366180000.0
1995-05-17,527.07,527.07,528.42,525.38,528.19,347930000.0
1995-05-18,519.58,519.58,526.88,519.58,526.88,351900000.0
1995-05-19,519.19,519.19,519.58,517.07,519.58,354010000.0
1995-05-22,523.65,523.65,524.34,519.19,519.19,285600000.0
1995-05-23,528.59,528.59,528.59,523.65,523.65,362690000.0
1995-05-24,528.61,528.61,531.91,525.57,528.59,391770000.0
1995-05-25,528.59,528.59,529.04,524.89,528.37,341820000.0
1995-05-26,523.65,523.65,528.59,522.51,528.59,291220000.0
1995-05-30,523.58,523.58,525.58,521.38,523.65,283020000.0
1995-05-31,533.4,533.4,533.41,522.17,523.7,358180000.0
1995-06-01,533.49,533.49,534.21,530.05,533.4,345920000.0
1995-06-02,532.51,532.51,536.91,529.55,533.49,366000000.0
1995-06-05,535.6,535.6,537.73,532.47,532.51,337520000.0
1995-06-06,535.55,535.55,537.09,535.14,535.6,340490000.0
1995-06-07,533.13,533.13,535.55,531.66,535.55,327790000.0
1995-06-08,532.35,532.35,533.56,531.65,533.13,289880000.0
1995-06-09,527.94,527.94,532.35,526.0,532.35,327570000.0
1995-06-12,530.88,530.88,532.54,527.94,527.94,289920000.0
1995-06-13,536.05,536.05,536.23,530.88,530.88,339660000.0
1995-06-14,536.47,536.47,536.48,533.83,536.05,330770000.0
1995-06-15,537.12,537.12,539.07,535.56,536.48,334700000.0
1995-06-16,539.83,539.83,539.98,537.12,537.51,442740000.0
1995-06-19,545.22,545.22,545.22,539.83,539.83,322990000.0
1995-06-20,544.98,544.98,545.44,543.43,545.22,382370000.0
1995-06-21,543.98,543.98,545.93,543.9,544.98,398210000.0
1995-06-22,551.07,551.07,551.07,543.98,543.98,421000000.0
1995-06-23,549.71,549.71,551.07,548.23,551.07,321660000.0
1995-06-26,544.13,544.13,549.79,544.06,549.71,296720000.0
1995-06-27,542.43,542.43,547.07,542.19,544.11,346950000.0
1995-06-28,544.73,544.73,546.33,540.72,542.43,368060000.0
1995-06-29,543.87,543.87,546.25,540.79,544.73,313080000.0
1995-06-30,544.75,544.75,546.82,543.51,543.87,311650000.0
1995-07-03,547.09,547.09,547.1,544.43,544.75,117900000.0
1995-07-05,547.26,547.26,549.98,546.28,547.09,357850000.0
1995-07-06,553.99,553.99,553.99,546.59,547.26,420500000.0
1995-07-07,556.37,556.37,556.57,553.05,553.9,466540000.0
1995-07-10,557.19,557.19,558.48,555.77,556.37,409700000.0
1995-07-11,554.78,554.78,557.19,553.8,556.78,376770000.0
1995-07-12,560.89,560.89,561.56,554.27,555.27,416360000.0
1995-07-13,561.0,561.0,562.0,559.07,560.89,387500000.0
1995-07-14,559.89,559.89,561.0,556.41,561.0,312930000.0
1995-07-17,562.72,562.72,562.94,559.45,560.34,322540000.0
1995-07-18,558.46,558.46,562.72,556.86,562.55,372230000.0
1995-07-19,550.98,550.98,558.46,542.51,556.58,489850000.0
1995-07-20,553.54,553.54,554.43,549.1,550.98,383380000.0
1995-07-21,553.62,553.62,554.73,550.91,553.34,431830000.0
1995-07-24,556.63,556.63,557.21,553.62,553.62,315300000.0
1995-07-25,561.1,561.1,561.75,556.34,556.63,373200000.0
1995-07-26,561.61,561.61,563.78,560.85,561.1,393470000.0
1995-07-27,565.22,565.22,565.33,561.61,561.61,356570000.0
1995-07-28,562.93,562.93,565.4,562.04,565.22,311590000.0
1995-07-31,562.06,562.06,563.49,560.06,562.93,291950000.0
1995-08-01,559.64,559.64,562.11,556.67,562.06,332210000.0
1995-08-02,558.8,558.8,565.62,557.87,559.64,374330000.0
1995-08-03,558.75,558.75,558.8,554.1,558.8,353110000.0
1995-08-04,558.94,558.94,559.57,557.91,558.75,314740000.0
1995-08-07,560.03,560.03,561.24,558.94,558.94,277050000.0
1995-08-08,560.39,560.39,561.53,558.32,560.03,306090000.0
1995-08-09,559.71,559.71,561.59,559.29,560.39,303390000.0
1995-08-10,557.45,557.45,560.63,556.05,559.71,306660000.0
1995-08-11,555.11,555.11,558.5,553.04,557.45,267850000.0
1995-08-14,559.74,559.74,559.74,554.76,555.11,264920000.0
1995-08-15,558.57,558.57,559.98,555.22,559.74,330070000.0
1995-08-16,559.97,559.97,559.98,557.37,558.57,390170000.0
1995-08-17,559.04,559.04,559.97,557.42,559.97,354460000.0
1995-08-18,559.21,559.21,561.24,558.34,559.04,320490000.0
1995-08-21,558.11,558.11,563.34,557.89,559.21,303200000.0
1995-08-22,559.52,559.52,559.52,555.87,558.11,290890000.0
1995-08-23,557.14,557.14,560.0,557.08,559.52,291890000.0
1995-08-24,557.46,557.46,558.63,555.2,557.14,299200000.0
1995-08-25,560.1,560.1,561.31,557.46,557.46,255990000.0
1995-08-28,559.05,559.05,562.22,557.99,560.1,267860000.0
1995-08-29,560.0,560.0,560.01,555.71,559.05,311290000.0
1995-08-30,560.92,560.92,561.52,559.49,560.0,329840000.0
1995-08-31,561.88,561.88,562.36,560.49,561.09,300920000.0
1995-09-01,563.84,563.84,564.62,561.01,561.88,256730000.0
1995-09-05,569.17,569.17,569.2,563.84,563.86,332670000.0
1995-09-06,570.17,570.17,570.53,569.0,569.17,369540000.0
1995-09-07,570.29,570.29,571.11,569.23,570.17,321720000.0
1995-09-08,572.68,572.68,572.68,569.27,570.29,317940000.0
1995-09-11,573.91,573.91,575.15,572.68,572.68,296840000.0
1995-09-12,576.51,576.51,576.51,573.11,573.91,344540000.0
1995-09-13,578.77,578.77,579.72,575.47,576.51,384380000.0
1995-09-14,583.61,583.61,583.99,578.77,578.77,382880000.0
1995-09-15,583.35,583.35,585.07,581.79,583.61,459370000.0
1995-09-18,582.77,582.77,583.37,579.36,583.35,326090000.0
1995-09-19,584.2,584.2,584.24,580.75,582.78,371170000.0
1995-09-20,586.77,586.77,586.77,584.18,584.2,400050000.0
1995-09-21,583.0,583.0,586.79,580.91,586.77,367100000.0
1995-09-22,581.73,581.73,583.0,578.25,583.0,370790000.0
1995-09-25,581.81,581.81,582.14,579.5,581.73,273120000.0
1995-09-26,581.41,581.41,584.66,580.65,581.81,363630000.0
1995-09-27,581.04,581.04,581.42,574.68,581.41,411300000.0
1995-09-28,585.87,585.87,585.88,580.69,581.04,367720000.0
1995-09-29,584.41,584.41,587.61,584.0,585.87,335250000.0
1995-10-02,581.72,581.72,585.05,580.54,584.41,304990000.0
1995-10-03,582.34,582.34,582.34,578.48,581.72,385940000.0
1995-10-04,581.47,581.47,582.34,579.91,582.34,339380000.0
1995-10-05,582.63,582.63,582.63,579.58,581.47,367480000.0
1995-10-06,582.49,582.49,584.54,582.1,582.63,313680000.0
1995-10-09,578.37,578.37,582.49,576.35,582.49,275320000.0
1995-10-10,577.52,577.52,578.37,571.55,578.37,412710000.0
1995-10-11,579.46,579.46,579.52,577.08,577.52,340740000.0
1995-10-12,583.1,583.1,583.12,579.46,579.46,344060000.0
1995-10-13,584.5,584.5,587.39,583.1,583.1,374680000.0
1995-10-16,583.03,583.03,584.86,582.63,584.5,300750000.0
1995-10-17,586.78,586.78,586.78,581.9,583.03,356380000.0
1995-10-18,587.44,587.44,589.77,586.27,586.78,411270000.0
1995-10-19,590.65,590.65,590.66,586.34,587.44,406620000.0
1995-10-20,587.46,587.46,590.66,586.78,590.65,389360000.0
1995-10-23,585.06,585.06,587.46,583.73,587.46,330750000.0
1995-10-24,586.54,586.54,587.31,584.75,585.06,415540000.0
1995-10-25,582.47,582.47,587.19,581.41,586.54,433620000.0
1995-10-26,576.72,576.72,582.63,572.53,582.47,464270000.0
1995-10-27,579.7,579.7,579.71,573.21,576.72,379230000.0
1995-10-30,583.25,583.25,583.79,579.7,579.7,319160000.0
1995-10-31,581.5,581.5,586.71,581.5,583.25,377390000.0
1995-11-01,584.22,584.22,584.24,581.04,581.5,378090000.0
1995-11-02,589.72,589.72,589.72,584.22,584.22,397070000.0
1995-11-03,590.57,590.57,590.57,588.65,589.72,348500000.0
1995-11-06,588.46,588.46,590.64,588.31,590.57,309100000.0
1995-11-07,586.32,586.32,588.46,584.24,588.46,364680000.0
1995-11-08,591.71,591.71,591.71,586.32,586.32,359780000.0
1995-11-09,593.26,593.26,593.9,590.89,591.71,380760000.0
1995-11-10,592.72,592.72,593.26,590.39,593.26,298690000.0
1995-11-13,592.3,592.3,593.72,590.58,592.72,295840000.0
1995-11-14,589.29,589.29,592.3,588.98,592.3,354420000.0
1995-11-15,593.96,593.96,593.97,588.36,589.29,376100000.0
1995-11-16,597.34,597.34,597.91,593.52,593.96,423280000.0
1995-11-17,600.07,600.07,600.14,597.3,597.34,437200000.0
1995-11-20,596.85,596.85,600.4,596.17,600.07,333150000.0
1995-11-21,600.24,600.24,600.28,595.42,596.85,408320000.0
1995-11-22,598.4,598.4,600.71,598.4,600.24,404980000.0
1995-11-24,599.97,599.97,600.24,598.4,598.4,125870000.0
1995-11-27,601.32,601.32,603.35,599.97,599.97,359130000.0
1995-11-28,606.45,606.45,606.45,599.02,601.32,408860000.0
1995-11-29,607.64,607.64,607.66,605.47,606.45,398280000.0
1995-11-30,605.37,605.37,608.69,605.37,607.64,440050000.0
1995-12-01,606.98,606.98,608.11,605.37,605.37,393310000.0
1995-12-04,613.68,613.68,613.83,606.84,606.98,405480000.0
1995-12-05,617.68,617.68,618.48,613.14,613.68,437360000.0
1995-12-06,620.18,620.18,621.11,616.69,617.68,417780000.0
1995-12-07,616.17,616.17,620.19,615.21,620.18,379260000.0
1995-12-08,617.48,617.48,617.82,614.32,616.17,327900000.0
1995-12-11,619.52,619.52,620.9,617.14,617.48,342070000.0
1995-12-12,618.78,618.78,619.55,617.68,619.52,349860000.0
1995-12-13,621.69,621.69,622.02,618.27,618.78,415290000.0
1995-12-14,616.92,616.92,622.88,616.13,621.69,465300000.0
1995-12-15,616.34,616.34,617.72,614.46,616.92,636800000.0
1995-12-18,606.81,606.81,616.34,606.13,616.34,426270000.0
1995-12-19,611.93,611.93,611.94,605.05,606.81,478280000.0
1995-12-20,605.94,605.94,614.27,605.93,611.93,437680000.0
1995-12-21,610.49,610.49,610.52,605.94,605.94,415810000.0
1995-12-22,611.95,611.95,613.5,610.45,610.49,289600000.0
1995-12-26,614.3,614.3,614.5,611.96,611.96,217280000.0
1995-12-27,614.53,614.53,615.73,613.75,614.3,252300000.0
1995-12-28,614.12,614.12,615.5,612.4,614.53,288660000.0
1995-12-29,615.93,615.93,615.93,612.36,614.12,321250000.0
1996-01-02,620.73,620.73,620.74,613.17,615.93,364180000.0
1996-01-03,621.32,621.32,623.25,619.56,620.73,468950000.0
1996-01-04,617.7,617.7,624.49,613.96,621.32,512580000.0
1996-01-05,616.71,616.71,617.7,612.02,617.7,437110000.0
1996-01-08,618.46,618.46,618.46,616.49,616.71,130360000.0
1996-01-09,609.45,609.45,619.15,608.21,618.46,417400000.0
1996-01-10,598.48,598.48,609.45,597.29,609.45,496830000.0
1996-01-11,602.69,602.69,602.71,597.54,598.48,408800000.0
1996-01-12,601.81,601.81,604.8,597.46,602.69,383400000.0
1996-01-15,599.82,599.82,603.43,598.47,601.81,306180000.0
1996-01-16,608.44,608.44,608.44,599.05,599.82,425220000.0
1996-01-17,606.37,606.37,609.93,604.7,608.44,458720000.0
1996-01-18,608.24,608.24,608.27,604.12,606.37,450410000.0
1996-01-19,611.83,611.83,612.92,606.76,608.24,497720000.0
1996-01-22,613.4,613.4,613.45,610.95,611.83,398040000.0
1996-01-23,612.79,612.79,613.4,610.65,613.4,416910000.0
1996-01-24,619.96,619.96,619.96,612.79,612.79,476380000.0
1996-01-25,617.03,617.03,620.15,616.62,619.96,453270000.0
1996-01-26,621.62,621.62,621.7,615.26,617.03,385700000.0
1996-01-29,624.22,624.22,624.22,621.42,621.62,363330000.0
1996-01-30,630.15,630.15,630.29,624.22,624.22,464350000.0
1996-01-31,636.02,636.02,636.18,629.48,630.15,472210000.0
1996-02-01,638.46,638.46,638.46,634.54,636.02,461430000.0
1996-02-02,635.84,635.84,639.26,634.29,638.46,420020000.0
1996-02-05,641.43,641.43,641.43,633.71,635.84,377760000.0
1996-02-06,646.33,646.33,646.67,639.68,641.43,465940000.0
1996-02-07,649.93,649.93,649.93,645.59,646.33,462730000.0
1996-02-08,656.07,656.07,656.54,647.93,649.93,474970000.0
1996-02-09,656.37,656.37,661.08,653.64,656.07,477640000.0
1996-02-12,661.45,661.45,662.95,656.34,656.37,397890000.0
1996-02-13,660.51,660.51,664.23,657.92,661.45,441540000.0
1996-02-14,655.58,655.58,661.53,654.36,660.51,421790000.0
1996-02-15,651.32,651.32,656.84,651.15,655.58,415320000.0
1996-02-16,647.98,647.98,651.42,646.99,651.32,445570000.0
1996-02-20,640.65,640.65,647.98,638.79,647.98,395910000.0
1996-02-21,648.1,648.1,648.11,640.65,640.65,431220000.0
1996-02-22,658.86,658.86,659.75,648.1,648.1,485470000.0
1996-02-23,659.08,659.08,663.0,652.25,658.86,443130000.0
1996-02-26,650.46,650.46,659.08,650.16,659.08,399330000.0
1996-02-27,647.24,647.24,650.62,643.87,650.46,431340000.0
1996-02-28,644.75,644.75,654.39,643.99,647.24,447790000.0
1996-02-29,640.43,640.43,646.95,639.01,644.75,453170000.0
1996-03-01,644.37,644.37,644.38,635.0,640.43,471480000.0
1996-03-04,650.81,650.81,653.54,644.37,644.37,417270000.0
1996-03-05,655.79,655.79,655.8,648.77,650.81,445700000.0
1996-03-06,652.0,652.0,656.97,651.61,655.79,428220000.0
1996-03-07,653.65,653.65,653.65,649.54,652.0,425790000.0
1996-03-08,633.5,633.5,653.65,627.63,653.65,546550000.0
1996-03-11,640.02,640.02,640.41,629.95,633.5,449500000.0
1996-03-12,637.09,637.09,640.02,628.82,640.02,454980000.0
1996-03-13,638.55,638.55,640.52,635.19,637.09,413030000.0
1996-03-14,640.87,640.87,644.17,638.55,638.55,492630000.0
1996-03-15,641.43,641.43,642.87,638.35,640.87,529970000.0
1996-03-18,652.65,652.65,652.65,641.43,641.43,437100000.0
1996-03-19,651.69,651.69,656.18,649.8,652.65,438300000.0
1996-03-20,649.98,649.98,653.13,645.57,651.69,409780000.0
1996-03-21,649.19,649.19,651.54,648.1,649.98,367180000.0
1996-03-22,650.62,650.62,652.08,649.19,649.19,329390000.0
1996-03-25,650.04,650.04,655.5,648.82,650.62,336700000.0
1996-03-26,652.97,652.97,654.31,648.15,650.04,400090000.0
1996-03-27,648.91,648.91,653.94,647.6,652.97,406280000.0
1996-03-28,648.94,648.94,649.58,646.36,648.91,370750000.0
1996-03-29,645.5,645.5,650.96,644.89,648.94,413510000.0
1996-04-01,653.73,653.73,653.87,645.5,645.5,392120000.0
1996-04-02,655.26,655.26,655.27,652.81,653.73,406640000.0
1996-04-03,655.88,655.88,655.89,651.81,655.26,386620000.0
1996-04-04,655.86,655.86,656.68,654.89,655.88,383400000.0
1996-04-08,644.24,644.24,655.86,638.04,655.86,411810000.0
1996-04-09,642.19,642.19,646.33,640.84,644.24,426790000.0
1996-04-10,633.5,633.5,642.78,631.76,642.19,475150000.0
1996-04-11,631.18,631.18,635.26,624.14,633.5,519710000.0
1996-04-12,636.71,636.71,637.14,631.18,631.18,413270000.0
1996-04-15,642.49,642.49,642.49,636.71,636.71,346370000.0
1996-04-16,645.0,645.0,645.57,642.15,642.49,453310000.0
1996-04-17,641.61,641.61,645.0,638.71,645.0,465200000.0
1996-04-18,643.61,643.61,644.66,640.76,641.61,415150000.0
1996-04-19,645.07,645.07,647.32,643.61,643.61,435690000.0
1996-04-22,647.89,647.89,650.91,645.07,645.07,395370000.0
1996-04-23,651.58,651.58,651.59,647.7,647.89,452690000.0
1996-04-24,650.17,650.17,653.37,648.25,651.58,494220000.0
1996-04-25,652.87,652.87,654.18,647.06,650.17,462120000.0
1996-04-26,653.46,653.46,656.43,651.96,652.87,402530000.0
1996-04-29,654.16,654.16,654.71,651.6,653.46,344030000.0
1996-04-30,654.17,654.17,654.59,651.05,654.16,393390000.0
1996-05-01,654.58,654.58,656.44,652.26,654.17,404620000.0
1996-05-02,643.38,643.38,654.58,642.13,654.58,442960000.0
1996-05-03,641.63,641.63,648.45,640.23,643.38,434010000.0
1996-05-06,640.81,640.81,644.64,636.19,641.63,375820000.0
1996-05-07,638.26,638.26,641.4,636.96,640.81,410770000.0
1996-05-08,644.77,644.77,644.79,630.07,638.26,495460000.0
1996-05-09,645.44,645.44,647.95,643.18,644.77,404310000.0
1996-05-10,652.09,652.09,653.0,645.44,645.44,428370000.0
1996-05-13,661.51,661.51,662.16,652.09,652.09,394180000.0
1996-05-14,665.6,665.6,666.96,661.51,661.51,460440000.0
1996-05-15,665.42,665.42,669.82,664.46,665.6,447790000.0
1996-05-16,664.85,664.85,667.11,662.79,665.42,392070000.0
1996-05-17,668.91,668.91,669.84,664.85,664.85,429140000.0
1996-05-20,673.15,673.15,673.66,667.64,668.91,385000000.0
1996-05-21,672.76,672.76,675.56,672.26,673.15,409610000.0
1996-05-22,678.42,678.42,678.42,671.23,672.76,423670000.0
1996-05-23,676.0,676.0,681.1,673.45,678.42,431850000.0
1996-05-24,678.51,678.51,679.72,676.0,676.0,329150000.0
1996-05-28,672.23,672.23,679.98,671.52,678.51,341480000.0
1996-05-29,667.93,667.93,673.73,666.09,672.23,346730000.0
1996-05-30,671.7,671.7,673.51,664.56,667.93,381960000.0
1996-05-31,669.12,669.12,673.46,667.0,671.7,351750000.0
1996-06-03,667.68,667.68,669.12,665.19,669.12,318470000.0
1996-06-04,672.56,672.56,672.6,667.68,667.68,386040000.0
1996-06-05,678.44,678.44,678.45,672.09,672.56,380360000.0
1996-06-06,673.03,673.03,680.32,673.02,678.44,466940000.0
1996-06-07,673.31,673.31,673.31,662.48,673.03,445710000.0
1996-06-10,672.16,672.16,673.61,670.15,673.31,337480000.0
1996-06-11,670.97,670.97,676.72,669.94,672.16,405390000.0
1996-06-12,669.04,669.04,673.67,668.77,670.97,397190000.0
1996-06-13,667.92,667.92,670.54,665.49,669.04,397620000.0
1996-06-14,665.85,665.85,668.4,664.35,667.92,390630000.0
1996-06-17,665.16,665.16,668.27,664.09,665.85,298410000.0
1996-06-18,662.06,662.06,666.36,661.34,665.16,373290000.0
1996-06-19,661.96,661.96,665.62,661.21,662.06,383610000.0
1996-06-20,662.1,662.1,664.96,658.75,661.96,441060000.0
1996-06-21,666.84,666.84,666.84,662.1,662.1,520340000.0
1996-06-24,668.85,668.85,671.07,666.84,666.84,333840000.0
1996-06-25,668.48,668.48,670.65,667.29,668.85,391900000.0
1996-06-26,664.39,664.39,668.49,663.67,668.48,386520000.0
1996-06-27,668.55,668.55,668.9,661.56,664.39,405580000.0
1996-06-28,670.63,670.63,672.68,668.55,668.55,470460000.0
1996-07-01,675.88,675.88,675.88,670.63,670.63,345750000.0
1996-07-02,673.61,673.61,675.88,672.55,675.88,388000000.0
1996-07-03,672.4,672.4,673.64,670.21,673.61,336260000.0
1996-07-05,657.44,657.44,672.4,657.41,672.4,181470000.0
1996-07-08,652.54,652.54,657.65,651.13,657.44,367560000.0
1996-07-09,654.75,654.75,656.6,652.54,652.54,400170000.0
1996-07-10,656.06,656.06,656.27,648.39,654.75,421350000.0
1996-07-11,645.67,645.67,656.06,639.52,656.06,520470000.0
1996-07-12,646.19,646.19,647.64,640.21,645.67,396740000.0
1996-07-15,629.8,629.8,646.19,629.69,646.19,419020000.0
1996-07-16,628.37,628.37,631.99,605.88,629.8,682980000.0
